post_id,campaign_id,creator_id,post_date,views_at_24h,views_at_7d,views_at_30d,views_final,total_payout_earned,historical_avg_views_per_post,historical_completion_rate
P_0247,CMP_048,CR_067,2024-01-20 06:00:00,24473,46638,59448,64543,3560,Mid,0.62214735993539
P_0248,CMP_047,CR_007,2024-01-20 07:00:00,5749,11520,13856,15333,1203,Micro,0.5564104141065735
P_0249,CMP_023,CR_051,2024-01-20 08:00:00,66539,114557,142123,150336,7836,Macro,0.6516341265728554
P_0250,CMP_015,CR_072,2024-01-20 09:00:00,15373,29196,33106,35880,1981,Mid,0.9497947634235924
P_0251,CMP_037,CR_042,2024-01-20 10:00:00,1379,2485,2958,3063,266,Nano,0.6825880258767775
P_0252,CMP_021,CR_064,2024-01-20 11:00:00,4477,7244,8288,9149,643,Micro,0.5992197956100979
P_0253,CMP_014,CR_116,2024-01-20 12:00:00,198819,331129,424664,462543,23393,Macro,0.8431172980139988
P_0254,CMP_002,CR_015,2024-01-20 13:00:00,5966,9865,13082,13650,1086,Micro,0.7441119515581952
P_0255,CMP_011,CR_111,2024-01-20 14:00:00,298603,586670,778792,821594,41254,Macro,0.5673206522871286
P_0256,CMP_039,CR_029,2024-01-20 15:00:00,10002,17192,19784,21857,1480,Micro,0.6713103565223896
P_0257,CMP_038,CR_033,2024-01-20 16:00:00,2369,4806,5607,5780,735,Nano,0.6865113719927045
P_0258,CMP_034,CR_116,2024-01-20 17:00:00,144261,222292,281888,290552,14809,Macro,0.8392233652561483
P_0259,CMP_038,CR_094,2024-01-20 18:00:00,1551,2372,3034,3276,592,Nano,0.509302116001357
P_0260,CMP_050,CR_103,2024-01-20 19:00:00,3608,6601,7810,8423,743,Nano,0.6210588410592397
P_0261,CMP_034,CR_027,2024-01-20 20:00:00,875,1951,2325,2375,473,Nano,0.7329183355919848
P_0262,CMP_018,CR_036,2024-01-20 21:00:00,1981,3356,3931,4138,517,Nano,0.6209810341037795
P_0263,CMP_030,CR_029,2024-01-20 22:00:00,5351,9476,10732,11387,854,Micro,0.7827953213385495
P_0264,CMP_015,CR_038,2024-01-20 23:00:00,4294,8432,10995,11370,762,Micro,0.7168403656735775
P_0265,CMP_027,CR_057,2024-01-21 00:00:00,2612,4830,6113,6625,552,Micro,0.6627696146868113
P_0266,CMP_034,CR_097,2024-01-21 01:00:00,17986,31905,35830,38349,2133,Mid,0.9271438820917304
P_0267,CMP_038,CR_101,2024-01-21 02:00:00,2891,6112,7052,7654,708,Micro,0.7844717746339058
P_0268,CMP_033,CR_027,2024-01-21 03:00:00,2076,3179,4101,4258,360,Nano,0.5584736175205736
P_0269,CMP_024,CR_055,2024-01-21 04:00:00,46233,90677,105711,111761,6054,Mid,0.752041263849528
P_0270,CMP_015,CR_033,2024-01-21 05:00:00,1022,2315,2682,2816,529,Nano,0.8513293339404053
P_0271,CMP_030,CR_068,2024-01-21 06:00:00,32459,54441,63233,68718,3696,Mid,0.8188203638717588
P_0272,CMP_042,CR_086,2024-01-21 07:00:00,4949,9791,11186,12191,772,Micro,0.5774401531828667
P_0273,CMP_017,CR_066,2024-01-21 08:00:00,15790,27838,34567,36810,2293,Mid,0.9375889995680464
P_0274,CMP_005,CR_010,2024-01-21 09:00:00,1834,3904,4795,5000,679,Nano,0.7019661405859727
P_0275,CMP_029,CR_005,2024-01-21 10:00:00,6924,15387,18616,19762,1376,Micro,0.5715612516831176
P_0276,CMP_004,CR_074,2024-01-21 11:00:00,426,791,863,957,256,Nano,0.5810880893576665
P_0277,CMP_010,CR_097,2024-01-21 12:00:00,21585,41729,48978,50520,2786,Mid,0.5442057464850862
P_0278,CMP_017,CR_118,2024-01-21 13:00:00,15484,29093,31924,35269,1904,Mid,0.8615831487957204
P_0279,CMP_010,CR_038,2024-01-21 14:00:00,4956,7413,10317,10566,703,Micro,0.5549137224448318
P_0280,CMP_017,CR_013,2024-01-21 15:00:00,890,1619,1797,1993,512,Nano,0.5563063657137861
P_0281,CMP_020,CR_031,2024-01-21 16:00:00,4887,10572,12414,12992,1035,Micro,0.8827122266423769
P_0282,CMP_024,CR_047,2024-01-21 17:00:00,88964,176504,199580,220147,11344,Macro,0.6550718380014018
P_0283,CMP_005,CR_100,2024-01-21 18:00:00,5257,8802,10527,10821,999,Micro,0.5138860569386327
P_0284,CMP_034,CR_109,2024-01-21 19:00:00,242746,430899,488710,521483,26407,Macro,0.5233528847832849
P_0285,CMP_006,CR_088,2024-01-21 20:00:00,36258,64450,76198,83642,4468,Mid,0.563976701016753
P_0286,CMP_002,CR_052,2024-01-21 21:00:00,15241,30429,36393,39248,2198,Mid,0.5960270065890603
P_0287,CMP_013,CR_056,2024-01-21 22:00:00,3783,6879,8741,9572,954,Micro,0.7993157874072824
P_0288,CMP_043,CR_015,2024-01-21 23:00:00,8250,13598,16395,17945,1030,Micro,0.5707968260008227
P_0289,CMP_043,CR_029,2024-01-22 00:00:00,8564,14281,17496,17930,1368,Micro,0.5534934760296824
P_0290,CMP_048,CR_008,2024-01-22 01:00:00,84187,152616,174762,186788,9770,Macro,0.8441236136643255
P_0291,CMP_011,CR_005,2024-01-22 02:00:00,5472,8504,11180,11609,732,Micro,0.8019748777369615
P_0292,CMP_047,CR_029,2024-01-22 03:00:00,18813,29158,38484,40460,2348,Micro,0.6958958996548563
P_0293,CMP_023,CR_047,2024-01-22 04:00:00,70293,150880,180069,188729,9883,Macro,0.7471893971660468
P_0294,CMP_016,CR_068,2024-01-22 05:00:00,77933,131954,171572,188430,9750,Mid,0.6403928091468883
P_0295,CMP_031,CR_076,2024-01-22 06:00:00,9661,18826,23799,25905,1758,Micro,0.7171251891059123
P_0296,CMP_011,CR_045,2024-01-22 07:00:00,14493,26496,36223,37618,2358,Micro,0.7280026920422356
P_0297,CMP_016,CR_002,2024-01-22 08:00:00,4399,6640,8954,9159,726,Micro,0.6742567720301431
P_0298,CMP_008,CR_027,2024-01-22 09:00:00,1133,1959,2481,2694,385,Nano,0.9079574948024731
P_0299,CMP_004,CR_095,2024-01-22 10:00:00,88188,155379,188903,204945,10721,Macro,0.5072278392414528
P_0300,CMP_040,CR_115,2024-01-22 11:00:00,9896,19971,24633,26266,1683,Micro,0.8519770683910608
P_0301,CMP_004,CR_115,2024-01-22 12:00:00,3771,7898,9300,9503,621,Micro,0.555972274058596
P_0302,CMP_025,CR_036,2024-01-22 13:00:00,1777,3589,4259,4622,348,Nano,0.8588963122417397
P_0303,CMP_003,CR_036,2024-01-22 14:00:00,1705,3620,4175,4478,549,Nano,0.7771603620545245
P_0304,CMP_032,CR_026,2024-01-22 15:00:00,25927,41629,56504,58173,3380,Mid,0.879475140921381
P_0305,CMP_003,CR_043,2024-01-22 16:00:00,11314,21368,26214,29120,1893,Micro,0.5438814465384039
P_0306,CMP_027,CR_027,2024-01-22 17:00:00,1414,2560,2871,3179,529,Nano,0.7515412853448983
P_0307,CMP_029,CR_069,2024-01-22 18:00:00,7905,15599,20897,22036,1257,Micro,0.7254895461179887
P_0308,CMP_032,CR_020,2024-01-22 19:00:00,822,1712,2154,2215,312,Nano,0.8177869323335114
P_0309,CMP_050,CR_011,2024-01-22 20:00:00,3385,6836,7954,8655,882,Micro,0.7404307483521541
P_0310,CMP_019,CR_074,2024-01-22 21:00:00,2031,3652,4333,4622,404,Nano,0.7433305552098969
P_0311,CMP_021,CR_104,2024-01-22 22:00:00,7808,12169,16193,17300,1076,Micro,0.6933181746092291
P_0312,CMP_005,CR_038,2024-01-22 23:00:00,6437,11568,14498,15459,924,Micro,0.6389754908033034
P_0313,CMP_018,CR_006,2024-01-23 00:00:00,4531,8646,10324,10870,913,Micro,0.7170189625634864
P_0314,CMP_028,CR_072,2024-01-23 01:00:00,69571,109565,142211,151679,8061,Mid,0.5533215614457803
P_0315,CMP_042,CR_023,2024-01-23 02:00:00,48386,110445,128500,137317,7073,Macro,0.9326810025423882
P_0316,CMP_022,CR_047,2024-01-23 03:00:00,53305,107882,124631,132878,6934,Macro,0.8214848436319693
P_0317,CMP_021,CR_090,2024-01-23 04:00:00,11116,19921,22272,23512,1529,Micro,0.9286102025095311
P_0318,CMP_006,CR_046,2024-01-23 05:00:00,9859,16372,21106,22383,1618,Micro,0.6020273220484834
P_0319,CMP_001,CR_107,2024-01-23 06:00:00,6616,13607,15994,16518,967,Micro,0.8957034590794376
P_0320,CMP_005,CR_012,2024-01-23 07:00:00,5460,8744,10159,11239,861,Micro,0.8639554930535922
P_0321,CMP_041,CR_090,2024-01-23 08:00:00,8413,13652,17457,18059,1156,Micro,0.8047185856059531
P_0322,CMP_012,CR_013,2024-01-23 09:00:00,3262,6012,8098,8370,864,Nano,0.7812631337383426
P_0323,CMP_026,CR_104,2024-01-23 10:00:00,27001,48972,55768,60435,3312,Micro,0.6424473493705415
P_0324,CMP_046,CR_062,2024-01-23 11:00:00,2172,3636,4633,4945,391,Micro,0.8673848532342638
P_0325,CMP_034,CR_082,2024-01-23 12:00:00,950,1751,2167,2318,469,Nano,0.7256819576658802
P_0326,CMP_049,CR_089,2024-01-23 13:00:00,4052,7097,9179,10005,908,Micro,0.5319012091510784
P_0327,CMP_014,CR_097,2024-01-23 14:00:00,63796,130314,148036,158881,8045,Mid,0.6407884223848085
P_0328,CMP_026,CR_111,2024-01-23 15:00:00,26797,49346,54709,60549,3471,Macro,0.9208836943453974
P_0329,CMP_045,CR_104,2024-01-23 16:00:00,7571,14729,16769,18184,1083,Micro,0.8828061172721808
P_0330,CMP_027,CR_060,2024-01-23 17:00:00,24367,38232,49544,51324,2887,Mid,0.9418575641344427
P_0331,CMP_009,CR_043,2024-01-23 18:00:00,16079,25917,32940,35698,2051,Micro,0.7825970221718441
P_0332,CMP_026,CR_076,2024-01-23 19:00:00,11852,26160,31744,32880,2031,Micro,0.6113795329131854
P_0333,CMP_047,CR_108,2024-01-23 20:00:00,1655,2873,3497,3711,434,Nano,0.5732667723545887
P_0334,CMP_022,CR_100,2024-01-23 21:00:00,2022,3762,5023,5177,706,Micro,0.5841114982738077
P_0335,CMP_047,CR_112,2024-01-23 22:00:00,4155,7600,8955,9467,865,Micro,0.5089080462562645
P_0336,CMP_030,CR_068,2024-01-23 23:00:00,20482,38455,40889,45313,2624,Mid,0.6758069499436726
P_0337,CMP_043,CR_005,2024-01-24 00:00:00,2318,4894,5749,6027,719,Micro,0.5861424562247941
P_0338,CMP_048,CR_120,2024-01-24 01:00:00,11178,21660,24133,26708,1737,Micro,0.685244957205516
P_0339,CMP_017,CR_037,2024-01-24 02:00:00,471,1049,1166,1246,176,Nano,0.9207474943274444
P_0340,CMP_026,CR_072,2024-01-24 03:00:00,69672,142213,189702,194696,9992,Mid,0.6937430942782354
P_0341,CMP_036,CR_106,2024-01-24 04:00:00,3936,7595,8838,9678,956,Nano,0.8950930236431756
P_0342,CMP_001,CR_113,2024-01-24 05:00:00,956,2003,2203,2366,268,Nano,0.7724771449771444
P_0343,CMP_008,CR_092,2024-01-24 06:00:00,8123,11792,15592,16270,1208,Micro,0.6112091995976263
P_0344,CMP_049,CR_031,2024-01-24 07:00:00,5333,10298,12415,12792,1129,Micro,0.6601346416666451
P_0345,CMP_035,CR_009,2024-01-24 08:00:00,184405,363187,439618,460973,23169,Macro,0.5377637911196432
P_0346,CMP_015,CR_118,2024-01-24 09:00:00,56226,101367,118436,128644,6805,Mid,0.6500581671182047
P_0347,CMP_047,CR_051,2024-01-24 10:00:00,113812,252066,298842,313262,15950,Macro,0.8048934254765903
P_0348,CMP_022,CR_029,2024-01-24 11:00:00,8749,14859,16352,17702,1216,Micro,0.5324499918182458
P_0349,CMP_014,CR_078,2024-01-24 12:00:00,914,1678,1966,2054,236,Nano,0.5924306338151132
P_0350,CMP_026,CR_040,2024-01-24 13:00:00,1794,2743,3781,3873,310,Nano,0.6716484686359901
